Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program5,GO:0005576,extracellular region,CC,4,39,39,7.408284023668639,0.001822104252325465,N900_RS03515/N900_RS03720/N900_RS07045/N900_RS07230,0.030975772289532903,1.5089778569647667,0.8697176242607373
Program5,GO:0090729,toxin activity,MF,2,7,39,20.637362637362635,0.003754644296258431,N900_RS07045/N900_RS07230,0.03191447651819666,1.4960122747536209,1.3146541956089985
Program5,GO:0005198,structural molecule activity,MF,2,9,39,16.05128205128205,0.006324746850474503,N900_RS03515/N900_RS03720,0.035840232152688854,1.4456291858875576,1.2055097261839305
Program5,GO:0009288,bacterial-type flagellum,CC,2,14,39,10.318681318681318,0.015304452777601688,N900_RS03515/N900_RS03720,0.06504392430480717,1.1867932642696306,1.0136241999450173
Program5,GO:0071555,cell wall organization,BP,3,39,39,5.55621301775148,0.015897910417051547,N900_RS01805/N900_RS03495/N900_RS12320,0.05405289541797527,1.2671810375040111,0.7447788876524374
Program5,GO:0006260,DNA replication,BP,2,25,39,5.7784615384615385,0.04586421799001012,N900_RS02000/N900_RS11035,0.12994861763836202,0.8862283360569628,0.7618122269512178
Program5,GO:0042597,periplasmic space,CC,2,37,39,3.9043659043659042,0.09185859366884339,N900_RS03495/N900_RS07045,0.22308515605290538,0.6515293264386453,0.5915505115562604
Program5,GO:0009279,cell outer membrane,CC,2,50,39,2.8892307692307693,0.15133520097607986,N900_RS06280/N900_RS12320,0.3215873020741697,0.4927011077718186,0.46078223128723655
Program5,GO:0016887,ATP hydrolysis activity,MF,3,126,39,1.7197802197802199,0.25234345744145154,N900_RS01905/N900_RS04015/N900_RS11035,0.476648752944964,0.32180153888399354,0.2354729495613737
Program5,GO:0005524,ATP binding,MF,6,355,39,1.2208017334777899,0.3675037800313219,N900_RS01805/N900_RS01905/N900_RS02700/N900_RS04015/N900_RS07230/N900_RS11035,0.6247564260532472,0.2042892681585144,0.0866451372878237
Program5,GO:0046872,metal ion binding,MF,5,290,39,1.2453580901856762,0.3739173695355762,N900_RS03970/N900_RS04565/N900_RS04935/N900_RS05025/N900_RS15460,0.5778722983731632,0.23816812393131376,0.09529424639633681
Program5,GO:0003700,DNA-binding transcription factor activity,MF,2,126,39,1.1465201465201464,0.5271381700880801,N900_RS04565/N900_RS13225,0.7467790742914467,0.12680786004149305,0.05938169050569242
Program5,GO:0005737,cytoplasm,CC,6,433,39,1.0008882572392965,0.5679668486506919,N900_RS01805/N900_RS02700/N900_RS05025/N900_RS08050/N900_RS11035/N900_RS15460,0.742725879004751,0.12917144357712565,0.0003855939895523558
Program5,GO:0003677,DNA binding,MF,2,172,39,0.8398926654740608,0.6990760578010471,N900_RS02000/N900_RS04565,0.8488780701869858,0.07115468578409363,-0.07577621128429357
Program5,GO:0016020,membrane,CC,3,310,39,0.6990074441687345,0.8201152362056532,N900_RS02965/N900_RS07045/N900_RS18525,0.929463934366407,0.03176745732784014,-0.15551819915533607
Program5,GO:0005886,plasma membrane,CC,6,661,39,0.6556499476317933,0.9236338848347524,N900_RS03970/N900_RS05820/N900_RS05985/N900_RS11035/N900_RS15165/N900_RS17745,0.9813610026369244,0.008171204023838322,-0.18332796914272248
Program5,GO:0005829,cytosol,CC,3,420,39,0.5159340659340659,0.944841072862667,N900_RS12490/N900_RS13345/N900_RS16705,0.9448410728626669,0.02464123591751161,-0.2874057957189639
