Model,Rank,Program,Time,Space,Value,Requested_rank
VAE,10,VAE1,12h,SI5,0.0266030430793762,8
VAE,10,VAE1,12h,SI6,0.0175963640213012,8
VAE,10,VAE1,12h,SI7,0.0005058050155639,8
VAE,10,VAE1,12h,SI8,0.0269337892532348,8
VAE,10,VAE1,12h,SI9,0.028369128704071,8
VAE,10,VAE1,12h,ce,0.0141260027885437,8
VAE,10,VAE1,12h,co,0.0031193196773529,8
VAE,10,VAE1,24h,st,-0.008195161819458,8
VAE,10,VAE1,24h,SI1,0.002468891441822,8
VAE,10,VAE1,24h,SI2,-0.0012495517730712,8
VAE,10,VAE1,24h,SI3,0.0016501545906066,8
VAE,10,VAE1,24h,SI4,-0.0049097537994384,8
VAE,10,VAE1,24h,SI5,0.0034508407115936,8
VAE,10,VAE1,24h,SI6,0.0077490210533142,8
VAE,10,VAE1,24h,SI7,0.0011890232563018,8
VAE,10,VAE1,24h,SI8,-0.0161422789096832,8
VAE,10,VAE1,24h,SI9,0.0014634728431701,8
VAE,10,VAE1,24h,ce,-0.0163569450378417,8
VAE,10,VAE1,24h,co,-0.0012235939502716,8
weighted_CPVAE,10,CPVAE1,1h,st,-0.0705973953008651,8
weighted_CPVAE,10,CPVAE1,1h,SI1,-0.0957277342677116,8
weighted_CPVAE,10,CPVAE1,1h,SI2,-0.0728497430682182,8
weighted_CPVAE,10,CPVAE1,1h,SI3,-0.0342803969979286,8
weighted_CPVAE,10,CPVAE1,1h,SI4,-0.0617671534419059,8
weighted_CPVAE,10,CPVAE1,1h,SI5,-0.0575726926326751,8
weighted_CPVAE,10,CPVAE1,1h,SI6,-0.038183569908142,8
weighted_CPVAE,10,CPVAE1,1h,SI7,-0.0455694086849689,8
weighted_CPVAE,10,CPVAE1,1h,SI8,-0.0293011255562305,8
weighted_CPVAE,10,CPVAE1,1h,SI9,-0.0357569195330143,8
weighted_CPVAE,10,CPVAE1,1h,ce,-0.0556652285158634,8
weighted_CPVAE,10,CPVAE1,1h,co,-0.0394787974655628,8
weighted_CPVAE,10,CPVAE1,3h,st,-0.0587570518255233,8
weighted_CPVAE,10,CPVAE1,3h,SI1,-0.0796726197004318,8
weighted_CPVAE,10,CPVAE1,3h,SI2,-0.0606316439807415,8
weighted_CPVAE,10,CPVAE1,3h,SI3,-0.0285310111939907,8
weighted_CPVAE,10,CPVAE1,3h,SI4,-0.0514077842235565,8
weighted_CPVAE,10,CPVAE1,3h,SI5,-0.0479168072342872,8
weighted_CPVAE,10,CPVAE1,3h,SI6,-0.0317795574665069,8
weighted_CPVAE,10,CPVAE1,3h,SI7,-0.0379266664385795,8
weighted_CPVAE,10,CPVAE1,3h,SI8,-0.0243868436664342,8
weighted_CPVAE,10,CPVAE1,3h,SI9,-0.0297598969191312,8
weighted_CPVAE,10,CPVAE1,3h,ce,-0.0463292524218559,8
weighted_CPVAE,10,CPVAE1,3h,co,-0.0328575521707534,8
weighted_CPVAE,10,CPVAE1,6h,st,0.0116925630718469,8
weighted_CPVAE,10,CPVAE1,6h,SI1,0.0158547293394804,8
weighted_CPVAE,10,CPVAE1,6h,SI2,0.0120656043291091,8
weighted_CPVAE,10,CPVAE1,6h,SI3,0.0056776273995637,8
weighted_CPVAE,10,CPVAE1,6h,SI4,0.0102300709113478,8
weighted_CPVAE,10,CPVAE1,6h,SI5,0.00953537132591,8
weighted_CPVAE,10,CPVAE1,6h,SI6,0.0063240830786526,8
weighted_CPVAE,10,CPVAE1,6h,SI7,0.0075473487377166,8
weighted_CPVAE,10,CPVAE1,6h,SI8,0.0048529445193707,8
weighted_CPVAE,10,CPVAE1,6h,SI9,0.0059221740812063,8
weighted_CPVAE,10,CPVAE1,6h,ce,0.0092194499447941,8
weighted_CPVAE,10,CPVAE1,6h,co,0.0065386029891669,8
weighted_CPVAE,10,CPVAE1,12h,st,0.0583492368459701,8
weighted_CPVAE,10,CPVAE1,12h,SI1,0.0791196376085281,8
weighted_CPVAE,10,CPVAE1,12h,SI2,0.0602108165621757,8
weighted_CPVAE,10,CPVAE1,12h,SI3,0.0283329859375953,8
weighted_CPVAE,10,CPVAE1,12h,SI4,0.0510509796440601,8
weighted_CPVAE,10,CPVAE1,12h,SI5,0.047584231942892,8
weighted_CPVAE,10,CPVAE1,12h,SI6,0.031558983027935,8
weighted_CPVAE,10,CPVAE1,12h,SI7,0.0376634299755096,8
weighted_CPVAE,10,CPVAE1,12h,SI8,0.0242175832390785,8
weighted_CPVAE,10,CPVAE1,12h,SI9,0.0295533426105976,8
weighted_CPVAE,10,CPVAE1,12h,ce,0.0460076965391635,8
weighted_CPVAE,10,CPVAE1,12h,co,0.0326295010745525,8
weighted_CPVAE,10,CPVAE1,24h,st,0.0516540519893169,8
weighted_CPVAE,10,CPVAE1,24h,SI1,0.070041187107563,8
weighted_CPVAE,10,CPVAE1,24h,SI2,0.0533020310103893,8
weighted_CPVAE,10,CPVAE1,24h,SI3,0.0250819660723209,8
weighted_CPVAE,10,CPVAE1,24h,SI4,0.0451932214200496,8
weighted_CPVAE,10,CPVAE1,24h,SI5,0.0421242602169513,8
weighted_CPVAE,10,CPVAE1,24h,SI6,0.0279378034174442,8
weighted_CPVAE,10,CPVAE1,24h,SI7,0.0333418063819408,8
weighted_CPVAE,10,CPVAE1,24h,SI8,0.0214387774467468,8
weighted_CPVAE,10,CPVAE1,24h,SI9,0.0261622946709394,8
weighted_CPVAE,10,CPVAE1,24h,ce,0.0407286211848259,8
weighted_CPVAE,10,CPVAE1,24h,co,0.0288854837417602,8
PCA,10,PC2,1h,st,0.4951475184979731,8
PCA,10,PC2,1h,SI1,0.8250354400737413,8
PCA,10,PC2,1h,SI2,0.1898519488907101,8
PCA,10,PC2,1h,SI3,-0.2698718364259952,8
PCA,10,PC2,1h,SI4,-0.3992267220469103,8
PCA,10,PC2,1h,SI5,-0.4227895670685397,8
PCA,10,PC2,1h,SI6,-0.4482353382953596,8
PCA,10,PC2,1h,SI7,-0.3920453002568268,8
PCA,10,PC2,1h,SI8,-0.3187889401963728,8
PCA,10,PC2,1h,SI9,-0.16294779340384,8
PCA,10,PC2,1h,ce,0.5883942479878246,8
PCA,10,PC2,1h,co,0.6368633325666503,8
PCA,10,PC2,3h,st,0.7834782874186179,8
PCA,10,PC2,3h,SI1,0.931904025770906,8
PCA,10,PC2,3h,SI2,0.97604508969946,8
PCA,10,PC2,3h,SI3,0.9945669398609788,8
PCA,10,PC2,3h,SI4,0.7539508223067829,8
PCA,10,PC2,3h,SI5,0.7425224016942766,8
PCA,10,PC2,3h,SI6,-0.0969504428370855,8
PCA,10,PC2,3h,SI7,0.1228217353607131,8
PCA,10,PC2,3h,SI8,0.201582175716674,8
PCA,10,PC2,3h,SI9,0.165480130825586,8
PCA,10,PC2,3h,ce,-0.33724275012602,8
PCA,10,PC2,3h,co,-0.3787215565144853,8
PCA,10,PC2,6h,st,0.7707440970640805,8
PCA,10,PC2,6h,SI1,0.7783501981040047,8
PCA,10,PC2,6h,SI2,0.8728669379701515,8
PCA,10,PC2,6h,SI3,0.9865431675860202,8
PCA,10,PC2,6h,SI4,0.4670271953294521,8
PCA,10,PC2,6h,SI5,-0.0024238338156503,8
PCA,10,PC2,6h,SI6,-0.7189196697944442,8
PCA,10,PC2,6h,SI7,-0.7342509186461316,8
PCA,10,PC2,6h,SI8,-0.6049250795752761,8
PCA,10,PC2,6h,SI9,-0.6359192823180037,8
PCA,10,PC2,6h,ce,-0.4757069984958709,8
PCA,10,PC2,6h,co,-0.3892739999258756,8
PCA,10,PC2,12h,st,0.6329521928122493,8
PCA,10,PC2,12h,SI1,0.8925803769598076,8
PCA,10,PC2,12h,SI2,0.7949989780696849,8
PCA,10,PC2,12h,SI3,0.7535909467920683,8
PCA,10,PC2,12h,SI4,-0.0612158750145618,8
PCA,10,PC2,12h,SI5,-0.5640460043723025,8
PCA,10,PC2,12h,SI6,-0.7692531974491796,8
PCA,10,PC2,12h,SI7,-0.7705129809708575,8
PCA,10,PC2,12h,SI8,-0.7009817246629041,8
PCA,10,PC2,12h,SI9,-0.7279875478897979,8
PCA,10,PC2,12h,ce,-0.5149150589731302,8
PCA,10,PC2,12h,co,-0.41917979753565,8
PCA,10,PC2,24h,st,-0.0162358949223881,8
PCA,10,PC2,24h,SI1,0.0339658304815233,8
PCA,10,PC2,24h,SI2,-0.1317389098137207,8
PCA,10,PC2,24h,SI3,-0.2384930584912948,8
PCA,10,PC2,24h,SI4,-0.3989455363254383,8
PCA,10,PC2,24h,SI5,-0.4445316855354437,8
PCA,10,PC2,24h,SI6,-0.473181404274159,8
PCA,10,PC2,24h,SI7,-0.4922198057196654,8
PCA,10,PC2,24h,SI8,-0.4883202781279961,8
PCA,10,PC2,24h,SI9,-0.4521746350973626,8
PCA,10,PC2,24h,ce,-0.4603970427152728,8
PCA,10,PC2,24h,co,-0.4786935502061272,8
CP,10,CP2,1h,st,0.2803687842384806,8
CP,10,CP2,1h,SI1,-0.0372537156988409,8
CP,10,CP2,1h,SI2,-0.2174863355315048,8
CP,10,CP2,1h,SI3,-0.3856586549860338,8
CP,10,CP2,1h,SI4,-0.4713907476329451,8
CP,10,CP2,1h,SI5,-0.4984604780739014,8
CP,10,CP2,1h,SI6,-0.395154731267016,8
CP,10,CP2,1h,SI7,-0.3969057456933902,8
CP,10,CP2,1h,SI8,-0.3757889630868522,8
CP,10,CP2,1h,SI9,-0.3155294864565888,8
CP,10,CP2,1h,ce,-0.1085372567508707,8
CP,10,CP2,1h,co,-0.0136112764870023,8
CP,10,CP2,3h,st,-0.3354150825068615,8
CP,10,CP2,3h,SI1,0.0445679363298352,8
CP,10,CP2,3h,SI2,0.2601865873711717,8
CP,10,CP2,3h,SI3,0.4613770749585169,8
CP,10,CP2,3h,SI4,0.5639414064576684,8
CP,10,CP2,3h,SI5,0.5963258814053817,8
CP,10,CP2,3h,SI6,0.4727375665265363,8
CP,10,CP2,3h,SI7,0.4748323669512278,8
CP,10,CP2,3h,SI8,0.4495696138259486,8
CP,10,CP2,3h,SI9,0.3774790728598477,8
CP,10,CP2,3h,ce,0.1298469550632845,8
CP,10,CP2,3h,co,0.0162836509717439,8
CP,10,CP2,6h,st,-0.027239992937323,8
CP,10,CP2,6h,SI1,0.0036194862251936,8
CP,10,CP2,6h,SI2,0.0211304773458775,8
CP,10,CP2,6h,SI3,0.0374697171319231,8
CP,10,CP2,6h,SI4,0.0457992521211584,8
CP,10,CP2,6h,SI5,0.0484292855181705,8
CP,10,CP2,6h,SI6,0.0383923342896385,8
CP,10,CP2,6h,SI7,0.0385624588658717,8
CP,10,CP2,6h,SI8,0.0365108003311191,8
CP,10,CP2,6h,SI9,0.0306561267365761,8
CP,10,CP2,6h,ce,0.010545232827401,8
CP,10,CP2,6h,co,0.001322440643244,8
CP,10,CP2,12h,st,0.0358537475638335,8
CP,10,CP2,12h,SI1,-0.0047640300688572,8
CP,10,CP2,12h,SI2,-0.0278122979842758,8
CP,10,CP2,12h,SI3,-0.0493182866246456,8
CP,10,CP2,12h,SI4,-0.0602817639469532,8
CP,10,CP2,12h,SI5,-0.0637434591727153,8
CP,10,CP2,12h,SI6,-0.0505326512078855,8
CP,10,CP2,12h,SI7,-0.0507565721033389,8
CP,10,CP2,12h,SI8,-0.0480561438263765,8
CP,10,CP2,12h,SI9,-0.0403501216695287,8
CP,10,CP2,12h,ce,-0.0138798169538968,8
CP,10,CP2,12h,co,-0.0017406191367275,8
CP,10,CP2,24h,st,0.0488990178791133,8
CP,10,CP2,24h,SI1,-0.0064974070311319,8
CP,10,CP2,24h,SI2,-0.0379317128278158,8
CP,10,CP2,24h,SI3,-0.0672625860136985,8
CP,10,CP2,24h,SI4,-0.0822150891696462,8
CP,10,CP2,24h,SI5,-0.086936311028957,8
CP,10,CP2,24h,SI6,-0.0689187932305839,8
CP,10,CP2,24h,SI7,-0.0692241870210318,8
CP,10,CP2,24h,SI8,-0.0655412166324734,8
CP,10,CP2,24h,SI9,-0.0550313831888798,8
CP,10,CP2,24h,ce,-0.0189299435485525,8
CP,10,CP2,24h,co,-0.0023739377909109,8
VAE,10,VAE2,1h,st,0.009868249297142,8
VAE,10,VAE2,1h,SI1,0.0188605189323425,8
VAE,10,VAE2,1h,SI2,0.007754698395729,8
VAE,10,VAE2,1h,SI3,-9.41753387451172e-06,8
VAE,10,VAE2,1h,SI4,-0.0038520395755767,8
VAE,10,VAE2,1h,SI5,0.0105617940425872,8
VAE,10,VAE2,1h,SI6,0.009713590145111,8
VAE,10,VAE2,1h,SI7,0.0061953961849212,8
VAE,10,VAE2,1h,SI8,0.0136939287185668,8
VAE,10,VAE2,1h,SI9,0.0170827507972717,8
VAE,10,VAE2,1h,ce,0.0072250962257385,8
VAE,10,VAE2,1h,co,0.0070619136095047,8
VAE,10,VAE2,3h,st,-0.0344791859388351,8
VAE,10,VAE2,3h,SI1,0.0140526890754699,8
VAE,10,VAE2,3h,SI2,-0.0140638351440429,8
VAE,10,VAE2,3h,SI3,0.0220263004302978,8
VAE,10,VAE2,3h,SI4,0.0162920951843261,8
VAE,10,VAE2,3h,SI5,-0.0106628537178039,8
VAE,10,VAE2,3h,SI6,0.0003949999809265,8
VAE,10,VAE2,3h,SI7,0.0025016963481903,8
VAE,10,VAE2,3h,SI8,0.0027565956115722,8
VAE,10,VAE2,3h,SI9,-0.0048138424754142,8
VAE,10,VAE2,3h,ce,0.0072678625583648,8
VAE,10,VAE2,3h,co,0.0012709200382232,8
VAE,10,VAE2,6h,st,-0.0505772531032562,8
VAE,10,VAE2,6h,SI1,-0.0005401372909545,8
VAE,10,VAE2,6h,SI2,-0.0093714594841003,8
VAE,10,VAE2,6h,SI3,-0.001253068447113,8
VAE,10,VAE2,6h,SI4,0.0123841166496276,8
VAE,10,VAE2,6h,SI5,-0.0023659765720367,8
VAE,10,VAE2,6h,SI6,0.0043188631534576,8
VAE,10,VAE2,6h,SI7,0.0055631697177886,8
VAE,10,VAE2,6h,SI8,-6.908178329467773e-05,8
VAE,10,VAE2,6h,SI9,0.0082583427429199,8
VAE,10,VAE2,6h,ce,0.0036432892084121,8
VAE,10,VAE2,6h,co,0.0110127925872802,8
VAE,10,VAE2,12h,st,0.0017502009868621,8
VAE,10,VAE2,12h,SI1,0.0157447457313537,8
VAE,10,VAE2,12h,SI2,0.0136739611625671,8
VAE,10,VAE2,12h,SI3,-0.0001507401466369,8
VAE,10,VAE2,12h,SI4,-0.0069154575467109,8
VAE,10,VAE2,12h,SI5,-0.0047037750482559,8
VAE,10,VAE2,12h,SI6,0.0044472813606262,8
VAE,10,VAE2,12h,SI7,0.0014520287513732,8
VAE,10,VAE2,12h,SI8,0.0024691820144653,8
VAE,10,VAE2,12h,SI9,-0.0041788220405578,8
VAE,10,VAE2,12h,ce,-0.0014115273952484,8
VAE,10,VAE2,12h,co,0.0027341246604919,8
VAE,10,VAE2,24h,st,-0.0061164051294326,8
VAE,10,VAE2,24h,SI1,-0.002041608095169,8
VAE,10,VAE2,24h,SI2,-0.0011449009180068,8
VAE,10,VAE2,24h,SI3,-0.002993568778038,8
VAE,10,VAE2,24h,SI4,0.0044309198856353,8
VAE,10,VAE2,24h,SI5,-0.0015471279621124,8
VAE,10,VAE2,24h,SI6,-0.0103794932365417,8
VAE,10,VAE2,24h,SI7,-0.010568767786026,8
VAE,10,VAE2,24h,SI8,-0.0004045367240905,8
VAE,10,VAE2,24h,SI9,-0.0077293813228607,8
VAE,10,VAE2,24h,ce,-0.002099871635437,8
VAE,10,VAE2,24h,co,-0.0078292191028594,8
weighted_CPVAE,10,CPVAE2,1h,st,0.0255354307591915,8
weighted_CPVAE,10,CPVAE2,1h,SI1,0.0223474502563476,8
weighted_CPVAE,10,CPVAE2,1h,SI2,-0.0025085003580898,8
weighted_CPVAE,10,CPVAE2,1h,SI3,-0.0973152667284011,8
weighted_CPVAE,10,CPVAE2,1h,SI4,-0.0073685864917933,8
weighted_CPVAE,10,CPVAE2,1h,SI5,-0.0090175382792949,8
weighted_CPVAE,10,CPVAE2,1h,SI6,-0.0375016182661056,8
weighted_CPVAE,10,CPVAE2,1h,SI7,-0.0423862673342227,8
weighted_CPVAE,10,CPVAE2,1h,SI8,-0.0581794902682304,8
weighted_CPVAE,10,CPVAE2,1h,SI9,-0.0773010700941085,8
weighted_CPVAE,10,CPVAE2,1h,ce,-0.128511443734169,8
weighted_CPVAE,10,CPVAE2,1h,co,-0.1116163283586502,8
weighted_CPVAE,10,CPVAE2,3h,st,0.0150129739195108,8
weighted_CPVAE,10,CPVAE2,3h,SI1,0.0131386732682585,8
weighted_CPVAE,10,CPVAE2,3h,SI2,-0.001474815653637,8
weighted_CPVAE,10,CPVAE2,3h,SI3,-0.057214293628931,8
weighted_CPVAE,10,CPVAE2,3h,SI4,-0.0043321922421455,8
weighted_CPVAE,10,CPVAE2,3h,SI5,-0.0053016557358205,8
weighted_CPVAE,10,CPVAE2,3h,SI6,-0.0220482219010591,8
weighted_CPVAE,10,CPVAE2,3h,SI7,-0.0249200388789176,8
weighted_CPVAE,10,CPVAE2,3h,SI8,-0.0342053063213825,8
weighted_CPVAE,10,CPVAE2,3h,SI9,-0.045447401702404,8
weighted_CPVAE,10,CPVAE2,3h,ce,-0.0755553767085075,8
weighted_CPVAE,10,CPVAE2,3h,co,-0.0656222701072692,8
weighted_CPVAE,10,CPVAE2,6h,st,0.0088489111512899,8
weighted_CPVAE,10,CPVAE2,6h,SI1,0.0077441656030714,8
weighted_CPVAE,10,CPVAE2,6h,SI2,-0.0008692823466844,8
weighted_CPVAE,10,CPVAE2,6h,SI3,-0.0337231121957302,8
weighted_CPVAE,10,CPVAE2,6h,SI4,-0.0025534706655889,8
weighted_CPVAE,10,CPVAE2,6h,SI5,-0.0031248894520103,8
weighted_CPVAE,10,CPVAE2,6h,SI6,-0.0129956100136041,8
weighted_CPVAE,10,CPVAE2,6h,SI7,-0.014688310213387,8
weighted_CPVAE,10,CPVAE2,6h,SI8,-0.0201612096279859,8
weighted_CPVAE,10,CPVAE2,6h,SI9,-0.0267875008285045,8
weighted_CPVAE,10,CPVAE2,6h,ce,-0.0445336699485778,8
weighted_CPVAE,10,CPVAE2,6h,co,-0.0386789254844188,8
weighted_CPVAE,10,CPVAE2,12h,st,-0.0010952715529128,8
weighted_CPVAE,10,CPVAE2,12h,SI1,-0.0009585319785401,8
weighted_CPVAE,10,CPVAE2,12h,SI2,0.0001075951804523,8
weighted_CPVAE,10,CPVAE2,12h,SI3,0.0041740690357983,8
weighted_CPVAE,10,CPVAE2,12h,SI4,0.0003160551132168,8
weighted_CPVAE,10,CPVAE2,12h,SI5,0.000386782339774,8
weighted_CPVAE,10,CPVAE2,12h,SI6,0.0016085280803963,8
weighted_CPVAE,10,CPVAE2,12h,SI7,0.0018180416664108,8
