Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program1,GO:0005886,plasma membrane,CC,25,661,92,1.1580773531539827,0.230216832172067,N900_RS00490/N900_RS00900/N900_RS00905/N900_RS00910/N900_RS00920/N900_RS00930/N900_RS00940/N900_RS02200/N900_RS02395/N900_RS03020/N900_RS03150/N900_RS05150/N900_RS05155/N900_RS05175/N900_RS05180/N900_RS05900/N900_RS08175/N900_RS09420/N900_RS10385/N900_RS11430/N900_RS13430/N900_RS13475/N900_RS13970/N900_RS13985/N900_RS14005,0.30897522212566886,0.5100763468714821,0.06373756882661545
Program1,GO:0032259,methylation,BP,2,32,92,1.9137228260869565,0.2810889137983127,N900_RS02395/N900_RS03585,0.36757781035163967,0.4346507136425832,0.28187903698429334
Program1,GO:0003677,DNA binding,MF,7,172,92,1.246145096056623,0.32926396900606786,N900_RS02880/N900_RS02885/N900_RS04350/N900_RS04815/N900_RS10385/N900_RS16215/N900_RS17515,0.41981156048273655,0.3769456062854613,0.09556861274692603
Program1,GO:0046872,metal ion binding,MF,11,290,92,1.161431784107946,0.34595344198779765,N900_RS00900/N900_RS00905/N900_RS01155/N900_RS01400/N900_RS02225/N900_RS03020/N900_RS03150/N900_RS04090/N900_RS05150/N900_RS05155/N900_RS12950,0.4303323302775044,0.3661960247432171,0.06499370689948704
Program1,GO:0000160,phosphorelay signal transduction system,BP,2,41,92,1.4936373276776247,0.38970136297666813,N900_RS04090/N900_RS04100,0.4732087979002399,0.32494718956395635,0.17424515858446382
Program1,GO:0000976,transcription cis-regulatory region binding,MF,3,69,92,1.3312854442344044,0.3934293556330324,N900_RS02675/N900_RS03905/N900_RS04845,0.46662551482057335,0.33103151791512025,0.12427118362262518
Program1,GO:0016887,ATP hydrolysis activity,MF,5,126,92,1.2150621118012424,0.3943258969227917,N900_RS00900/N900_RS02885/N900_RS04780/N900_RS13425/N900_RS13970,0.45705956234232675,0.340027200562441,0.08459847885867404
Program1,GO:0009055,electron transfer activity,MF,2,44,92,1.391798418972332,0.4244471005515385,N900_RS05150/N900_RS05155,0.48104004729174366,0.31781876646643575,0.14357633881801185
Program1,GO:0030288,outer membrane-bounded periplasmic space,CC,2,54,92,1.1340579710144927,0.5322509701312576,N900_RS02205/N900_RS05055,0.5901043364498725,0.2290711938861138,0.05463525548123075
Program1,GO:0006355,regulation of DNA-templated transcription,BP,5,150,92,1.0206521739130434,0.5485753498999495,N900_RS02675/N900_RS04815/N900_RS04845/N900_RS04860/N900_RS16025,0.5952626137212218,0.22529139304785054,0.008877764920555626
Program1,GO:0005737,cytoplasm,CC,14,433,92,0.9900090370519129,0.5624605467420376,N900_RS03135/N900_RS04090/N900_RS04100/N900_RS04190/N900_RS04305/N900_RS04310/N900_RS06880/N900_RS08745/N900_RS09410/N900_RS09665/N900_RS11670/N900_RS11740/N900_RS12145/N900_RS12950,0.597614330913415,0.22357899659762462,-0.004360841034909302
Program1,GO:0003700,DNA-binding transcription factor activity,MF,4,126,92,0.9720496894409938,0.5969676829733773,N900_RS01455/N900_RS03905/N900_RS04845/N900_RS16025,0.6213337108498417,0.20667508282838454,-0.012311534149382419
Program1,GO:0005524,ATP binding,MF,9,355,92,0.7762706674831598,0.8386940114090151,N900_RS00900/N900_RS02880/N900_RS02885/N900_RS03145/N900_RS04780/N900_RS05270/N900_RS12145/N900_RS13425/N900_RS13970,0.8554678916371954,0.06779628623565193,-0.10998682397555117
Program1,GO:0016020,membrane,CC,5,310,92,0.4938639551192146,0.9802536881526581,N900_RS04505/N900_RS05055/N900_RS13365/N900_RS13375/N900_RS13425,0.9802536881526581,0.008661515014662469,-0.30639266985803576
Program2,GO:0006865,amino acid transport,BP,3,17,78,6.373303167420815,0.010498688379137179,N900_RS07765/N900_RS12160/N900_RS17335,0.33595802813238973,0.47371497644673166,0.8043645776366815
Program2,GO:0000160,phosphorelay signal transduction system,BP,4,41,78,3.523452157598499,0.025355481938248395,N900_RS04235/N900_RS06050/N900_RS08820/N900_RS17040,0.4056877110119743,0.3918081476334136,0.5469683789035198
Program2,GO:0022857,transmembrane transporter activity,MF,6,87,78,2.490716180371353,0.03164362338392082,N900_RS07630/N900_RS07765/N900_RS11590/N900_RS12410/N900_RS17335/N900_RS18065,0.3375319827618221,0.4716850694140355,0.3963242420603181
Program2,GO:0015293,symporter activity,MF,2,12,78,6.019230769230768,0.041741332399376226,N900_RS02750/N900_RS16255,0.3339306591950098,0.47634370521055064,0.7795409939116492
Program2,GO:0005975,carbohydrate metabolic process,BP,3,34,78,3.1866515837104075,0.06613048563149124,N900_RS01460/N900_RS15185/N900_RS16875,0.4232351080415439,0.3734183140439854,0.5033345819727003
Program2,GO:0042597,periplasmic space,CC,3,37,78,2.9282744282744284,0.08101119061568976,N900_RS00465/N900_RS05475/N900_RS17225,0.4320596832836787,0.3644562570498528,0.4666117749479604
Program2,GO:0042802,identical protein binding,MF,2,18,78,4.012820512820513,0.08702291399396019,N900_RS02750/N900_RS07805,0.39781903540096086,0.40031443998531324,0.6034497348559681
Program2,GO:0015031,protein transport,BP,2,21,78,3.4395604395604393,0.11333267229978947,N900_RS17025/N900_RS18065,0.45333068919915787,0.34358487944407157,0.5365029452253549
Program2,GO:0000976,transcription cis-regulatory region binding,MF,4,69,78,2.0936454849498327,0.12205081370584446,N900_RS02095/N900_RS16475/N900_RS17225/N900_RS17325,0.43395844873189143,0.3625518519399097,0.320903144886
Program2,GO:0005886,plasma membrane,CC,23,661,78,1.2566623996276038,0.1287570009924656,N900_RS01110/N900_RS02665/N900_RS02750/N900_RS04250/N900_RS06035/N900_RS06750/N900_RS07630/N900_RS07765/N900_RS10225/N900_RS11060/N900_RS11590/N900_RS12080/N900_RS12160/N900_RS12410/N900_RS14390/N900_RS16255/N900_RS16570/N900_RS16835/N900_RS17025/N900_RS17040/N900_RS17335/N900_RS18065/N900_RS18410,0.4120224031758899,0.38507916913398954,0.0992186208272456
Program2,GO:0043709,cell adhesion involved in single-species biofilm formation,BP,2,23,78,3.140468227424749,0.13186822268061074,N900_RS02665/N900_RS17040,0.38361664779814036,0.4161025540300891,0.49699440394168126
Program2,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,BP,2,23,78,3.140468227424749,0.13186822268061074,N900_RS02665/N900_RS17040,0.351648593814962,0.4538911149194889,0.49699440394168126
Program2,GO:0016301,kinase activity,MF,2,28,78,2.5796703296703294,0.18073138228223068,N900_RS10705/N900_RS16835,0.44487724869472167,0.3517598037799135,0.4115642086170549
Program2,GO:0052621,diguanylate cyclase activity,MF,2,28,78,2.5796703296703294,0.18073138228223068,N900_RS02665/N900_RS17040,0.4131003023593844,0.3839444871513148,0.4115642086170549
Program2,GO:0043190,ATP-binding cassette (ABC) transporter complex,CC,2,29,78,2.490716180371353,0.19082111717271164,N900_RS11590/N900_RS17335,0.40708504996845146,0.3903148466145222,0.3963242420603181
Program2,GO:0006310,DNA recombination,BP,2,33,78,2.1888111888111887,0.231820572042288,N900_RS10565/N900_RS19020,0.463641144084576,0.3338180311725746,0.34020830008138664
Program2,GO:0016020,membrane,CC,11,310,78,1.2815136476426798,0.23381700600165842,N900_RS00175/N900_RS03060/N900_RS03965/N900_RS04235/N900_RS07190/N900_RS09005/N900_RS09905/N900_RS11175/N900_RS14580/N900_RS15790/N900_RS16255,0.4401261289442982,0.3564228479344824,0.1077232356192453
Program2,GO:0046872,metal ion binding,MF,10,290,78,1.2453580901856762,0.2782420599798583,N900_RS00175/N900_RS00465/N900_RS04935/N900_RS06035/N900_RS06750/N900_RS07550/N900_RS11065/N900_RS11175/N900_RS17620/N900_RS17830,0.49465255107530365,0.3056997467906141,0.09529424639633681
Program2,GO:0005576,extracellular region,CC,2,39,78,1.8520710059171597,0.29411683888134904,N900_RS11175/N900_RS17830,0.4953546760106931,0.30508373303267744,0.26765763293277495
Program2,GO:0009055,electron transfer activity,MF,2,44,78,1.6416083916083914,0.34562023746101106,N900_RS00465/N900_RS06750,0.5529923799376177,0.2572808530964684,0.21526956347308668
Program2,GO:0003723,RNA binding,MF,2,52,78,1.3890532544378698,0.4252707033657369,N900_RS01525/N900_RS03345,0.6480315479858848,0.1884038509462659,0.14271889632447496
Program2,GO:0003700,DNA-binding transcription factor activity,MF,4,126,78,1.1465201465201464,0.4647401110256333,N900_RS02095/N900_RS16475/N900_RS17225/N900_RS17325,0.6759856160372848,0.1700625450969687,0.05938169050569242
Program2,GO:0051539,"4 iron, 4 sulfur cluster binding",MF,2,57,78,1.2672064777327934,0.47252729727378673,N900_RS00175/N900_RS00350,0.6574292831635293,0.1821509555128399,0.10284738428678271
Program2,GO:0006508,proteolysis,BP,2,62,78,1.1650124069478909,0.517435567002376,N900_RS11175/N900_RS17830,0.6899140893365013,0.1612049858569771,0.0663305504610203
Program2,GO:0006935,chemotaxis,BP,2,69,78,1.0468227424749164,0.5759966689709836,N900_RS12080/N900_RS18410,0.7372757362828589,0.1323700584770167,0.019873149222018823
Program2,GO:0006355,regulation of DNA-templated transcription,BP,4,150,78,0.963076923076923,0.6048148603928447,N900_RS02095/N900_RS16475/N900_RS17225/N900_RS17325,0.7443875204835012,0.1282009163453851,-0.016339023432425905
Program2,GO:0008270,zinc ion binding,MF,2,74,78,0.9760914760914761,0.6146181315329278,N900_RS17925/N900_RS19020,0.7284363040390255,0.13760841783192052,-0.010509479771702052
Program2,GO:0007165,signal transduction,BP,2,76,78,0.9504048582995952,0.6293106355832475,N900_RS12080/N900_RS18410,0.7192121549522829,0.14314298147491536,-0.022091352321517172
Program2,GO:0005737,cytoplasm,CC,10,433,78,0.8340735476994137,0.7821297504799689,N900_RS00175/N900_RS00385/N900_RS01090/N900_RS01460/N900_RS02415/N900_RS10565/N900_RS16245/N900_RS17620/N900_RS17925/N900_RS19020,0.8630397246675519,0.06396921377858165,-0.07879565205807253
Program2,GO:0016887,ATP hydrolysis activity,MF,2,126,78,0.5732600732600732,0.8725365220934631,N900_RS11590/N900_RS19020,0.9307056235663607,0.03118766195857127,-0.24164830515828878
Program2,GO:0005829,cytosol,CC,8,420,78,0.6879120879120878,0.9141850389394915,N900_RS00495/N900_RS01525/N900_RS02775/N900_RS03965/N900_RS05615/N900_RS06810/N900_RS07805/N900_RS14475,0.9436748789052816,0.025177605932734156,-0.162467059110664
Program2,GO:0005524,ATP binding,MF,6,355,78,0.6104008667388949,0.9413610866091044,N900_RS01460/N900_RS10705/N900_RS11175/N900_RS11590/N900_RS17620/N900_RS19020,0.9413610866091044,0.026243758249763192,-0.21438485837615748
Program3,GO:0015386,potassium:proton antiporter activity,MF,2,3,69,27.217391304347824,0.001746278025776122,N900_RS01040/N900_RS12655,0.050642062747507544,1.295488612990401,1.4348464971928367
Program3,GO:0015173,aromatic amino acid transmembrane transporter activity,MF,2,3,69,27.217391304347824,0.001746278025776122,N900_RS14770/N900_RS17695,0.025321031373753772,1.596518608654382,1.4348464971928367
Program3,GO:0003700,DNA-binding transcription factor activity,MF,9,126,69,2.9161490683229814,0.0031274792753852787,N900_RS04565/N900_RS07350/N900_RS08845/N900_RS12985/N900_RS14080/N900_RS14660/N900_RS17950/N900_RS18255/N900_RS18380,0.030232299662057694,1.519528816349936,0.46480972057028
Program3,GO:0043565,sequence-specific DNA binding,MF,4,35,69,4.66583850931677,0.009740287758958795,N900_RS07350/N900_RS11160/N900_RS17950/N900_RS18380,0.07061708625245126,1.151090205925969,0.6689297032262048
Program3,GO:0004252,serine-type endopeptidase activity,MF,3,19,69,6.446224256292906,0.010290017801642312,N900_RS04445/N900_RS11160/N900_RS17550,0.05968210324952541,1.2241558803482608,0.8093054100153515
Program3,GO:0006351,DNA-templated transcription,BP,3,23,69,5.325141776937618,0.017539015257849143,N900_RS07350/N900_RS17950/N900_RS18380,0.08477190707960419,1.071748046583963,0.7263311749505875
Program3,GO:0016301,kinase activity,MF,3,28,69,4.374223602484472,0.0297460461444138,N900_RS04380/N900_RS06615/N900_RS10705,0.12323361974114289,0.9092707947996252,0.6409009796259613
Program3,GO:0006744,ubiquinone biosynthetic process,BP,2,14,69,5.832298136645963,0.04450881689339616,N900_RS00495/N900_RS11360,0.16134446123856108,0.7922459388117786,0.7658397162342612
Program3,GO:0015627,type II protein secretion system complex,CC,2,17,69,4.80306905370844,0.0634741439367943,N900_RS00890/N900_RS12600,0.20452779712967054,0.6892476591987597,0.6815188305342254
Program3,GO:0015628,protein secretion by the type II secretion system,BP,2,18,69,4.536231884057972,0.07030614031351147,N900_RS00890/N900_RS12600,0.20388780690918326,0.6906087455332671,0.6566952468091932
Program3,GO:0004888,transmembrane signaling receptor activity,MF,2,22,69,3.7114624505928853,0.09977493905384308,N900_RS14065/N900_RS18340,0.26304302114194994,0.5799732160859716,0.569545071090293
Program3,GO:0005506,iron ion binding,MF,2,25,69,3.266086956521739,0.12373764098451041,N900_RS11830/N900_RS13845,0.2990326323792335,0.5242814160604174,0.5140277432404616
Program3,GO:0006310,DNA recombination,BP,2,33,69,2.474308300395257,0.19284320227266152,N900_RS13730/N900_RS15370,0.4301886819928603,0.36634101982653455,0.39345381203461177
Program3,GO:0006508,proteolysis,BP,3,62,69,1.9754558204768584,0.19286115962539874,N900_RS11360/N900_RS14860/N900_RS17550,0.39949811636689736,0.39848526404308354,0.29566732146992664
Program3,GO:0003676,nucleic acid binding,MF,2,34,69,2.40153452685422,0.20183401713853902,N900_RS00720/N900_RS11720,0.39021243313450876,0.4086988970232895,0.38048883487024415
Program3,GO:0005525,GTP binding,MF,2,37,69,2.206815511163337,0.22907273936720304,N900_RS01850/N900_RS19310,0.4151943401030555,0.38174857538783824,0.34376602784550425
Program3,GO:0003677,DNA binding,MF,6,172,69,1.424165824064712,0.24302394542547276,N900_RS04565/N900_RS10990/N900_RS12985/N900_RS13730/N900_RS14080/N900_RS15370,0.4145702598434535,0.38240185624395984,0.1535605597246128
Program3,GO:0005829,cytosol,CC,12,420,69,1.1664596273291925,0.32776071064055756,N900_RS00495/N900_RS02775/N900_RS04380/N900_RS05920/N900_RS09695/N900_RS11460/N900_RS11610/N900_RS11830/N900_RS12235/N900_RS13485/N900_RS14660/N900_RS14860,0.528058922698676,0.2773176146344832,0.0668697118982424
Program3,GO:0022857,transmembrane transporter activity,MF,3,87,69,1.4077961019490255,0.3595969932049228,N900_RS14770/N900_RS15255/N900_RS16535,0.5488585685759348,0.2605395513607841,0.14853975834956196
Program3,GO:0005524,ATP binding,MF,10,355,69,1.15003061849357,0.36878896896350577,N900_RS01850/N900_RS04380/N900_RS06615/N900_RS10705/N900_RS10990/N900_RS11160/N900_RS11610/N900_RS11870/N900_RS14080/N900_RS16535,0.5347440049970833,0.27185407559473285,0.06070940319342392
Program3,GO:0030288,outer membrane-bounded periplasmic space,CC,2,54,69,1.5120772946859904,0.3836236698478098,N900_RS11075/N900_RS13800,0.529766020266023,0.2759159012373984,0.17957399208953076
Program3,GO:0006935,chemotaxis,BP,2,69,69,1.1833648393194707,0.5089508716902721,N900_RS14065/N900_RS18340,0.6708897854099042,0.17334882039702446,0.07311866117524392
Program3,GO:0007165,signal transduction,BP,2,76,69,1.074370709382151,0.5616748398751359,N900_RS14065/N900_RS18340,0.7081987111469105,0.14984486795109908,0.031154159631707902
Program3,GO:0016887,ATP hydrolysis activity,MF,3,126,69,0.9720496894409938,0.6041424225768698,N900_RS02300/N900_RS11160/N900_RS16535,0.7300054272803843,0.13667391107247445,-0.012311534149382419
Program3,GO:0005886,plasma membrane,CC,14,661,69,0.8646977570216405,0.7774974811963382,N900_RS00890/N900_RS01040/N900_RS03055/N900_RS06415/N900_RS06575/N900_RS11075/N900_RS12655/N900_RS14065/N900_RS14770/N900_RS14855/N900_RS15255/N900_RS16535/N900_RS17695/N900_RS18340,0.9018970781877523,0.04484302002507873,-0.06313566755888414
Program3,GO:0006355,regulation of DNA-templated transcription,BP,2,150,69,0.5443478260869565,0.891097447047532,N900_RS04565/N900_RS18255,0.9939163832453242,0.002650150635525952,-0.264123507143182
Program3,GO:0016020,membrane,CC,5,310,69,0.6584852734922861,0.8917325541509176,N900_RS04445/N900_RS10885/N900_RS12600/N900_RS16375/N900_RS17550,0.9577868174213559,0.018731144700553846,-0.18145393324973583
Program3,GO:0046872,metal ion binding,MF,3,290,69,0.42233883058470767,0.9790223040538848,N900_RS04565/N900_RS11360/N900_RS19310,1.0,-0.0,-0.3743389869307756
Program3,GO:0005737,cytoplasm,CC,5,433,69,0.47143287478662516,0.9873953672595541,N900_RS04380/N900_RS10495/N900_RS11160/N900_RS15370/N900_RS19310,0.9873953672595541,0.005508914769244095,-0.3265801357688286
Program4,GO:0006189,'de novo' IMP biosynthetic process,BP,7,12,67,24.52611940298507,2.2608744642548044e-09,N900_RS00250/N900_RS00255/N900_RS03330/N900_RS09205/N900_RS09850/N900_RS13300/N900_RS13305,9.043497857019217e-08,7.043663559990985,1.389628838251579
Program4,GO:0044780,bacterial-type flagellum assembly,BP,6,13,67,19.4052812858783,2.1751581207331955e-07,N900_RS03750/N900_RS03825/N900_RS03830/N900_RS03835/N900_RS03840/N900_RS04070,4.350316241466391e-06,5.361479171336921,1.2879199423617538
Program4,GO:0071973,bacterial-type flagellum-dependent cell motility,BP,5,18,67,11.67910447761194,4.415642222745904e-05,N900_RS03485/N900_RS03750/N900_RS03775/N900_RS03785/N900_RS09740,0.0005887522963661206,3.2300673859400075,1.0674095435176596
Program4,GO:0009425,bacterial-type flagellum basal body,CC,4,12,67,14.014925373134327,0.00012542567012912615,N900_RS03820/N900_RS03825/N900_RS03830/N900_RS03835,0.0012542567012912616,2.901613569928641,1.1465907895652845
Program4,GO:0009306,protein secretion,BP,4,12,67,14.014925373134327,0.00012542567012912615,N900_RS03825/N900_RS03830/N900_RS03840/N900_RS04070,0.0010034053610330092,2.998523582936697,1.1465907895652845
Program4,GO:0044781,bacterial-type flagellum organization,BP,3,6,67,21.022388059701488,0.00024449402522913654,N900_RS03465/N900_RS03785/N900_RS03820,0.0016299601681942436,2.787823008445619,1.3226820486209656
Program4,GO:0006164,purine nucleotide biosynthetic process,BP,3,6,67,21.022388059701488,0.00024449402522913654,N900_RS03330/N900_RS09205/N900_RS09850,0.0013971087155950658,2.854769798076232,1.3226820486209656
Program4,GO:0003774,cytoskeletal motor activity,MF,3,7,67,18.01918976545842,0.0004205854841304104,N900_RS03485/N900_RS03775/N900_RS03785,0.002102927420652052,2.6771757160698626,1.2557352589903525
Program4,GO:0009243,O antigen biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS13450/N900_RS13455,0.0024775174535557917,2.6059832773245155,1.6237120442849469
Program4,GO:0006177,GMP biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS10335/N900_RS10340,0.0022297657082002128,2.6517407678851903,1.6237120442849469
Program4,GO:0009113,purine nucleobase biosynthetic process,BP,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS09205/N900_RS13305,0.002027059734727466,2.6931334530434157,1.6237120442849469
Program4,GO:0004637,phosphoribosylamine-glycine ligase activity,MF,2,2,67,42.04477611940298,0.0005574414270500532,N900_RS03330/N900_RS13305,0.0018581380901668439,2.7309220139328154,1.6237120442849469
Program4,GO:0009298,GDP-mannose biosynthetic process,BP,2,4,67,21.02238805970149,0.0032425536041597583,N900_RS13450/N900_RS13455,0.009977088012799257,2.000996196639607,1.3226820486209656
Program4,GO:0032993,protein-DNA complex,CC,5,44,67,4.777815468113975,0.0034673257626512736,N900_RS01865/N900_RS03755/N900_RS03765/N900_RS10560/N900_RS16430,0.009906645036146496,2.004073397884066,0.6792293721347782
Program4,GO:0001216,DNA-binding transcription activator activity,MF,3,18,67,7.007462686567164,0.008127513260688854,N900_RS01865/N900_RS03755/N900_RS03765,0.021673368695170277,1.6640735809727447,0.8455607939013033
